ligand,receptor,TF
None,IFNGR1,ATF3
None,IFNGR1,MYF6
None,IFNGR1,MYC
None,IFNGR1,NCOR1
None,IFNGR1,IRF1
None,IFNGR1,NELFCD
None,IFNGR1,BCL6
None,IFNGR1,EGF
None,IFNGR1,VDR
None,IFNGR1,NFATC1
None,IFNGR1,RAD51
None,IFNGR1,PRDM1
None,IFNGR1,IRF4
None,IFNGR1,GATA3
None,IFNGR1,STAT6
None,IFNGR1,STAT5A
None,IFNGR1,KLF2
None,IFNGR1,PPARG
None,IFNGR1,TRIM22
None,IFNGR1,EGR2
None,IFNGR1,NFATC2
None,IFNGR1,CIITA
None,IFNGR1,GATA2
None,IFNGR1,LRRFIP1
None,DDR2,CHD8
None,DDR2,MYCN
None,DDR2,RUNX2
None,DDR2,RARG
None,DDR2,NKX2-1
None,DDR2,HAND2
None,DDR2,SOX9
None,DDR2,NFE2L2
None,DDR2,TBX20
None,DDR2,TP53
None,DDR2,NKX2-5
None,DDR2,E2F7
None,DDR2,HEY2
None,DDR2,SNAI1
None,DDR2,HES1
None,DDR2,SMAD3
None,DDR2,FOXF1
None,DDR2,SMAD2
None,DDR2,ESR1
None,DDR2,EGF
None,DDR2,NR2F1
None,DDR2,ATF4
None,DDR2,TWIST2
None,DDR2,HOXB7
None,DDR2,TWIST1
None,DDR2,NR2F2
None,DDR2,ATF5
None,DDR2,WT1
None,DDR2,HMGA2
None,DDR2,RORA
None,DDR2,ARID1A
None,DDR2,NF1
None,DDR2,MEF2C
None,DDR2,MYOCD
None,DDR2,SOX2
None,DDR2,ELF3
None,DDR2,PITX1
None,DDR2,ATM
None,DDR2,TP63
None,DDR2,ABL1
None,DDR2,MDM2
None,DDR2,STAT3
None,DDR2,RARB
None,DDR2,BRCA1
None,DDR2,FOXC2
None,DDR2,TBX5
None,DDR2,TBX3
None,DDR2,ZEB1
None,DDR2,SNAI2
None,DDR2,CTNNB1
None,DDR2,FUS
None,DDR2,GATA4
None,DDR2,MYC
None,DDR2,NPM1
None,DDR2,FOXF2
None,DDR2,SMAD4
None,DDR2,EZH2
None,DDR2,RARA
None,DDR2,PAWR
None,DDR2,TBX2
None,DDR2,SMARCB1
None,DDR2,ARID1B
None,PVRL4,STAT1
None,PVRL4,RARG
None,PVRL4,STAT2
None,PVRL4,USF2
None,PVRL4,RARB
None,PVRL4,ZNF175
None,PVRL4,FOXQ1
None,PVRL4,EGF
None,PVRL4,GRHL1
None,PVRL4,IRF6
None,PVRL4,RARA
None,F11R,UBTF
None,F11R,JUN
None,F11R,ZFHX3
None,F11R,CBFB
None,F11R,RUNX2
None,F11R,STAT1
None,F11R,SOX2
None,F11R,ELF3
None,F11R,TP63
None,F11R,USF1
None,F11R,TP53
None,F11R,STAT3
None,F11R,COPS5
None,F11R,ZEB2
None,F11R,AR
None,F11R,SPI1
None,F11R,SNAI1
None,F11R,ZEB1
None,F11R,SNAI2
None,F11R,CTNNB1
None,F11R,MYC
None,F11R,POU2F2
None,F11R,EGF
None,F11R,POU5F1
None,F11R,NRL
None,F11R,TIAL1
None,F11R,GATA3
None,KCNJ10,PPARD
None,KCNJ10,NR3C2
None,KCNJ10,ARX
None,KCNJ10,PHOX2B
None,KCNJ10,PCBD1
None,KCNJ10,FOXI1
None,KCNJ10,MITF
None,KCNJ10,ZIC1
None,KCNJ10,MECP2
None,KCNJ10,EGF
None,KCNJ10,ATOH1
None,KCNJ10,UPF1
None,KCNJ10,PAX6
None,KCNJ10,SOX2
None,KCNJ10,POU3F4
None,KCNJ10,SOX10
None,KCNJ10,DNMT1
None,KCNJ10,OLIG2
None,KCNJ10,CRABP2
None,KCNJ10,FOXG1
None,FCER1A,JUN
None,FCER1A,IFI16
None,FCER1A,MEIS1
None,FCER1A,IRF8
None,FCER1A,MAZ
None,FCER1A,TBX21
None,FCER1A,HOXA9
None,FCER1A,GATA1
None,FCER1A,FOS
None,FCER1A,IKZF1
None,FCER1A,ZHX2
None,FCER1A,SPI1
None,FCER1A,FUS
None,FCER1A,MYC
None,FCER1A,NFE2
None,FCER1A,IRF4
None,FCER1A,GATA3
None,FCER1A,STAT6
None,FCER1A,NFATC2
None,FCER1A,GATA2
None,CD1B,JUN
None,CD1B,SPIC
None,CD1B,STAT1
None,CD1B,IRF8
None,CD1B,STAT5B
None,CD1B,TCF3
None,CD1B,TBX21
None,CD1B,ELF3
None,CD1B,ELF1
None,CD1B,GATA1
None,CD1B,IRF7
None,CD1B,IKZF1
None,CD1B,IRF3
None,CD1B,LYL1
None,CD1B,RELB
None,CD1B,FOXP3
None,CD1B,ESR2
None,CD1B,ABL1
None,CD1B,MITF
None,CD1B,RBL2
None,CD1B,TP53
None,CD1B,STAT3
None,CD1B,ZBTB16
None,CD1B,TLX1
None,CD1B,ETV6
None,CD1B,CEBPB
None,CD1B,SPDEF
None,CD1B,SPI1
None,CD1B,TAL1
None,CD1B,ELF4
None,CD1B,MYC
None,CD1B,ESR1
None,CD1B,ELF2
None,CD1B,SPIB
None,CD1B,NELFCD
None,CD1B,BCL6
None,CD1B,VDR
None,CD1B,DDIT3
None,CD1B,IRF4
None,CD1B,GATA3
None,CD1B,STAT6
None,CD1B,STAT5A
None,CD1B,PPARG
None,CD1B,LMO2
None,CD1B,CIITA
None,CD1B,WT1
None,CD1B,PAX5
None,RXFP4,NR5A1
None,IL6R,STAT4
None,IL6R,JUN
None,IL6R,ZFHX3
None,IL6R,MAF
None,IL6R,MYCN
None,IL6R,RUNX2
None,IL6R,NR3C1
None,IL6R,ZFP36
None,IL6R,TBX21
None,IL6R,STAT2
None,IL6R,WWP1
None,IL6R,GATA1
None,IL6R,FOS
None,IL6R,TRAF6
None,IL6R,BATF
None,IL6R,FOXP3
None,IL6R,PIAS3
None,IL6R,NFKB2
None,IL6R,IRF2
None,IL6R,MITF
None,IL6R,SP7
None,IL6R,TNFAIP3
None,IL6R,IRF9
None,IL6R,TP53
None,IL6R,CREB1
None,IL6R,GFI1
None,IL6R,PAX2
None,IL6R,AHR
None,IL6R,NFKB1
None,IL6R,NFKBIA
None,IL6R,NANOG
None,IL6R,SNAI1
None,IL6R,SMAD3
None,IL6R,RORC
None,IL6R,SMAD2
None,IL6R,HNF4A
None,IL6R,ESR1
None,IL6R,XBP1
None,IL6R,IRF1
None,IL6R,BACH2
None,IL6R,NCOA3
None,IL6R,EGF
None,IL6R,POU5F1
None,IL6R,NFATC1
None,IL6R,PPARGC1A
None,IL6R,LMO4
None,IL6R,IRF4
None,IL6R,GATA3
None,IL6R,STAT6
None,IL6R,TWIST1
None,IL6R,STAT5A
None,IL6R,FOXO3
None,IL6R,NFATC2
None,IL6R,CIITA
None,IL6R,SMAD7
None,IL6R,RORA
None,IL6R,SPIC
None,IL6R,STAT1
None,IL6R,IRF8
None,IL6R,STAT5B
None,IL6R,MEF2C
None,IL6R,EIF2AK2
None,IL6R,SOX2
None,IL6R,PIAS1
None,IL6R,BCL3
None,IL6R,RUNX3
None,IL6R,BMI1
None,IL6R,IRF7
None,IL6R,EP300
None,IL6R,LEF1
None,IL6R,IKZF1
None,IL6R,IRF3
None,IL6R,EOMES
None,IL6R,RELB
None,IL6R,FOXO1
None,IL6R,POU2AF1
None,IL6R,SOX10
None,IL6R,WHSC1
None,IL6R,IRF5
None,IL6R,ETS1
None,IL6R,STAT3
None,IL6R,CEBPA
None,IL6R,IKBKB
None,IL6R,REL
None,IL6R,RELA
None,IL6R,ZEB2
None,IL6R,CEBPB
None,IL6R,BRCA1
None,IL6R,TRIM25
None,IL6R,AR
None,IL6R,SPI1
None,IL6R,SIRT1
None,IL6R,NOTCH3
None,IL6R,CEBPD
None,IL6R,ZEB1
None,IL6R,SNAI2
None,IL6R,CTNNB1
None,IL6R,MYC
None,IL6R,EGR1
None,IL6R,NELFCD
None,IL6R,BCL6
None,IL6R,SMAD4
None,IL6R,EZH2
None,IL6R,HIF1A
None,IL6R,PRDM1
None,IL6R,PPARG
None,IL6R,NFKBIZ
None,IL6R,PAX5
None,NPR1,NR3C2
None,NPR1,NR3C1
None,NPR1,APC
None,NPR1,GATA1
None,NPR1,POLR1A
None,NPR1,ZNRD1
None,NPR1,NFKBIA
None,NPR1,IRF4
None,NPR1,KCNIP3
None,NPR1,SCAND1
None,NPR1,RFXANK
None,NPR1,GATA4
None,NPR1,MYC
None,NPR1,BCL6
None,NPR1,PRDM1
None,NPR1,PPARG
None,NPR1,JUN
None,NPR1,FOS
None,NPR1,FOXP3
None,NPR1,CREB1
None,NPR1,FOXP1
None,NPR1,RB1
None,NPR1,GATA6
None,NPR1,RREB1
None,NPR1,EGF
None,NPR1,PPARGC1A
None,NPR1,NF1
None,NPR1,ETS1
None,NPR1,PGR
None,FCGR1A,STAT4
None,FCGR1A,JUN
None,FCGR1A,MEIS1
None,FCGR1A,TBX21
None,FCGR1A,STAT2
None,FCGR1A,FOS
None,FCGR1A,MAFB
None,FCGR1A,BATF
None,FCGR1A,FOXP3
None,FCGR1A,IRF2
None,FCGR1A,IRF9
None,FCGR1A,TP53
None,FCGR1A,NFKBIA
None,FCGR1A,ESR1
None,FCGR1A,IRF1
None,FCGR1A,EGF
None,FCGR1A,IRF4
None,FCGR1A,GATA3
None,FCGR1A,STAT6
None,FCGR1A,STAT5A
None,FCGR1A,LMO2
None,FCGR1A,TRIM22
None,FCGR1A,CIITA
None,FCGR1A,WT1
None,FCGR1A,ID2
None,FCGR1A,STAT1
None,FCGR1A,IRF8
None,FCGR1A,STAT5B
None,FCGR1A,HOXA9
None,FCGR1A,SP100
None,FCGR1A,IRF7
None,FCGR1A,IKZF1
None,FCGR1A,IRF3
None,FCGR1A,RELB
None,FCGR1A,ABL1
None,FCGR1A,IRF5
None,FCGR1A,STAT3
None,FCGR1A,CEBPA
None,FCGR1A,PGR
None,FCGR1A,CEBPB
None,FCGR1A,CEBPE
None,FCGR1A,TRIM25
None,FCGR1A,SPI1
None,FCGR1A,MYC
None,FCGR1A,NPM1
None,FCGR1A,BCL6
None,FCGR1A,IRF6
None,FCGR1A,RARA
None,FCGR1A,EWSR1
None,FCGR1A,PML
None,FCGR1A,PRDM1
None,FCGR1A,GATA2
None,EPHA7,ELK1
None,EPHA7,ZFHX3
None,EPHA7,APC
None,EPHA7,LMX1B
None,EPHA7,STAT2
None,EPHA7,ZIC3
None,EPHA7,GATA1
None,EPHA7,PAX3
None,EPHA7,SPEN
None,EPHA7,GABPA
None,EPHA7,PAX2
None,EPHA7,TRIB3
None,EPHA7,ESRRG
None,EPHA7,MEF2B
None,EPHA7,ZIC1
None,EPHA7,MYF6
None,EPHA7,ATOH1
None,EPHA7,RAD51
None,EPHA7,LMO4
None,EPHA7,GATA3
None,EPHA7,NR2F2
None,EPHA7,ZNF423
None,EPHA7,WT1
None,EPHA7,ID2
None,EPHA7,PAX6
None,EPHA7,GLI3
None,EPHA7,ASH1L
None,EPHA7,STAT1
None,EPHA7,SATB2
None,EPHA7,STAT5B
None,EPHA7,MEF2C
None,EPHA7,ID4
None,EPHA7,GABPB2
None,EPHA7,ZNF335
None,EPHA7,KCNIP3
None,EPHA7,MTA2
None,EPHA7,MSX1
None,EPHA7,ABL1
None,EPHA7,SOX10
None,EPHA7,HOXB4
None,EPHA7,PAX1
None,EPHA7,ATF6
None,EPHA7,NEUROD1
None,EPHA7,LDB1
None,EPHA7,SPDEF
None,EPHA7,CTNNB1
None,EPHA7,MEIS2
None,EPHA7,MYC
None,EPHA7,EGR1
None,EPHA7,HMGB2
None,EPHA7,LHX2
None,EPHA7,ZIC2
None,EPHA7,ASCL1
None,EPHA7,BRD7
None,EPHA7,MTA1
None,EPHA7,TCF7L2
None,EPHA7,FOXM1
None,EPHA7,STAT4
None,EPHA7,SETBP1
None,EPHA7,MYCN
None,EPHA7,NKX2-1
None,EPHA7,TRRAP
None,EPHA7,MTA3
None,EPHA7,FOS
None,EPHA7,SRF
None,EPHA7,BPTF
None,EPHA7,TBR1
None,EPHA7,TP53
None,EPHA7,CREB1
None,EPHA7,TLX1
None,EPHA7,EGR3
None,EPHA7,NR4A3
None,EPHA7,HEY2
None,EPHA7,HNF4A
None,EPHA7,CREBBP
None,EPHA7,PARP1
None,EPHA7,KAT6A
None,EPHA7,MYOG
None,EPHA7,GLI2
None,EPHA7,MYOD1
None,EPHA7,EGF
None,EPHA7,NR2F1
None,EPHA7,HOXB1
None,EPHA7,STAT6
None,EPHA7,STAT5A
None,EPHA7,EGR2
None,EPHA7,TRIP6
None,EPHA7,KAT5
None,EPHA7,GBX2
None,EPHA7,RORA
None,EPHA7,NF1
None,EPHA7,SOX2
None,EPHA7,EP300
None,EPHA7,LEF1
None,EPHA7,DNMT3A
None,EPHA7,FOXP2
None,EPHA7,HNF4G
None,EPHA7,STAT3
None,EPHA7,ISL1
None,EPHA7,HOXD13
None,EPHA7,RARB
None,EPHA7,POU3F1
None,EPHA7,ZNF267
None,EPHA7,GABPB1
None,EPHA7,NR4A1
None,EPHA7,MLX
None,EPHA7,LIMD1
None,EPHA7,NOTCH3
None,EPHA7,GLI1
None,EPHA7,ELF2
None,EPHA7,EZH2
None,EPHA7,NR4A2
None,EPHA7,FOXG1
None,EPHA7,POU3F2
None,EPHA7,GATA2
None,EPHA7,PAX5
None,ITGA10,ZFHX3
None,ITGA10,MYCN
None,ITGA10,SOX9
None,ITGA10,SRF
None,ITGA10,PIAS3
None,ITGA10,TCF4
None,ITGA10,ETS1
None,ITGA10,ELK4
None,VTCN1,STAT4
None,VTCN1,STAT1
None,VTCN1,TBX21
None,VTCN1,FOXP3
None,VTCN1,TNFAIP3
None,VTCN1,TP53
None,VTCN1,STAT3
None,VTCN1,TFAP2B
None,VTCN1,TFAP2A
None,VTCN1,SPDEF
None,VTCN1,DLX3
None,VTCN1,THRB
None,VTCN1,HNF4A
None,VTCN1,MYC
None,VTCN1,SP2
None,VTCN1,ANKRD1
None,VTCN1,GATA3
None,VTCN1,TFAP2C
None,VTCN1,HMGA2
None,VTCN1,GCM1
None,CNR1,JUN
None,CNR1,NR3C2
None,CNR1,NR3C1
None,CNR1,FOS
None,CNR1,BTF3
None,CNR1,HNRNPR
None,CNR1,SP7
None,CNR1,TP53
None,CNR1,SCD5
None,CNR1,CREB1
None,CNR1,TBP
None,CNR1,BRPF1
None,CNR1,CREM
None,CNR1,POU2F3
None,CNR1,TRIB3
None,CNR1,ESRRG
None,CNR1,VEZF1
None,CNR1,NR1H4
None,CNR1,SP1
None,CNR1,ERG
None,CNR1,HNF4A
None,CNR1,CREBBP
None,CNR1,MECP2
None,CNR1,ESR1
None,CNR1,SREBF1
None,CNR1,EGF
None,CNR1,VDR
None,CNR1,NRL
None,CNR1,ATF4
None,CNR1,PPARA
None,CNR1,FOSB
None,CNR1,NR5A1
None,CNR1,PPARGC1A
None,CNR1,NF1
None,CNR1,PAX6
None,CNR1,EIF2AK2
None,CNR1,SOX2
None,CNR1,EP300
None,CNR1,FOXO1
None,CNR1,FOXP2
None,CNR1,MSX1
None,CNR1,IRF5
None,CNR1,DLX5
None,CNR1,STAT3
None,CNR1,DNMT1
None,CNR1,CEBPA
None,CNR1,OLIG2
None,CNR1,PGR
None,CNR1,BRCA1
None,CNR1,AR
None,CNR1,SIRT1
None,CNR1,MYC
None,CNR1,EGR1
None,CNR1,MLXIPL
None,CNR1,KAT2B
None,CNR1,CLOCK
None,CNR1,ARNTL
None,CNR1,NR4A2
None,CNR1,TAF4
None,CNR1,TCFL5
None,CNR1,EN1
None,CNR1,PPARG
None,CNR1,FOXM1
None,CNR1,NR2E3
None,PLXNA3,SETBP1
None,PLXNA3,ZFHX3
None,PLXNA3,EGF
None,PLXNA3,CBFA2T3
None,PLXNA3,ISL1
None,PLXNA3,RUNX1T1
None,PLXNA3,POU4F2
None,PLXNA3,EBF3
None,PLXNA3,MYC
None,PLXNA3,HNF1B
None,PLXNA3,HIF1A
None,PLXNA3,SNW1
None,SORCS3,HDGF
None,SORCS3,ELF1
None,SORCS3,SCD5
None,SORCS3,TRIB3
None,SORCS3,ZNF224
None,SORCS3,ZIC1
None,SORCS3,SF1
None,SORCS3,MEF2C
None,SORCS3,OLIG2
None,SORCS3,MEIS2
None,SORCS3,PHOX2A
None,SORCS3,APBB1
None,SORCS3,RFX3
None,SORCS3,TBR1
None,SORCS3,ETV6
None,SORCS3,ETV1
None,SORCS3,ETV7
None,SORCS3,CREB5
None,SORCS3,TRIP6
None,SORCS3,TRPS1
None,SORCS3,FOXP2
None,SORCS3,CEBPA
None,SORCS3,NR2C2
None,NPBWR2,FOS
None,NPBWR2,PLAG1
None,NPBWR2,PBX1
None,NPBWR2,NEUROD1
None,NPBWR2,PLAGL2
None,KCNA3,UBTF
None,KCNA3,HES6
None,KCNA3,APC
None,KCNA3,TBX21
None,KCNA3,PA2G4
None,KCNA3,FOS
None,KCNA3,FOXP3
None,KCNA3,RFWD2
None,KCNA3,SCD5
None,KCNA3,SP1
None,KCNA3,ATF3
None,KCNA3,EGF
None,KCNA3,MZF1
None,KCNA3,NFATC1
None,KCNA3,CBX7
None,KCNA3,NFATC2
None,KCNA3,IRF8
None,KCNA3,KCNIP3
None,KCNA3,GATA5
None,KCNA3,IKZF1
None,KCNA3,CREG1
None,KCNA3,SPI1
None,SLC16A4,ARNT
None,SLC16A4,HSF1
None,SLC16A4,BTG2
None,SLC16A4,MXI1
None,SLC16A4,TP53
None,SLC16A4,ESR1
None,SLC16A4,EGF
None,SLC16A4,EPAS1
None,SLC16A4,PPARGC1A
None,SLC16A4,EP300
None,SLC16A4,ATM
None,SLC16A4,VHL
None,SLC16A4,STAT3
None,SLC16A4,SIRT3
None,SLC16A4,SIRT1
None,SLC16A4,MYC
None,SLC16A4,HIF1A
None,SLC16A4,ENO1
None,HTR1B,JUN
None,HTR1B,RUNX2
None,HTR1B,NR3C1
None,HTR1B,LMX1B
None,HTR1B,HLTF
None,HTR1B,FOS
None,HTR1B,CREB1
None,HTR1B,ESR1
None,HTR1B,EGF
None,HTR1B,NFIL3
None,HTR1B,FOSB
None,HTR1B,CDC5L
None,HTR1B,LEF1
None,HTR1B,DEAF1
None,HTR1B,SIRT3
None,HTR1B,PER2
None,HTR1B,ZEB1
None,HTR1B,CTNNB1
None,HTR1B,PER1
None,HTR1B,TFEB
None,HTR1B,NR4A2
None,TNFRSF6B,NKX2-3
None,TNFRSF6B,ZNF217
None,TNFRSF6B,HNF4A
None,TNFRSF6B,MYC
None,TNFRSF6B,ERCC2
None,TNFRSF6B,SLC2A4RG
None,TNFRSF6B,FOXP3
None,TNFRSF6B,TNFAIP3
None,TNFRSF6B,TP53
None,TNFRSF6B,NFATC1
None,TNFRSF6B,NR2C2
None,CHRNA4,JUN
None,CHRNA4,SETBP1
None,CHRNA4,NR3C1
None,CHRNA4,ARX
None,CHRNA4,NHLH2
None,CHRNA4,HIPK2
None,CHRNA4,HOXB13
None,CHRNA4,ZIC3
None,CHRNA4,HHEX
None,CHRNA4,FOS
None,CHRNA4,FOXI1
None,CHRNA4,TBR1
None,CHRNA4,TP53
None,CHRNA4,CREB1
None,CHRNA4,TBP
None,CHRNA4,DAXX
None,CHRNA4,HOXC13
None,CHRNA4,ZIC1
None,CHRNA4,MYF6
None,CHRNA4,MECP2
None,CHRNA4,PARP1
None,CHRNA4,MYOG
None,CHRNA4,MYOD1
None,CHRNA4,EGF
None,CHRNA4,NFIL3
None,CHRNA4,HOXC9
None,CHRNA4,HOXA10
None,CHRNA4,ESRRA
None,CHRNA4,GATA3
None,CHRNA4,TWIST1
None,CHRNA4,ASH1L
None,CHRNA4,HOXA9
None,CHRNA4,EP300
None,CHRNA4,SRCAP
None,CHRNA4,KCNIP3
None,CHRNA4,OTX2
None,CHRNA4,HOXC11
None,CHRNA4,SOX10
None,CHRNA4,STAT3
None,CHRNA4,HOXD13
None,CHRNA4,OLIG2
None,CHRNA4,NEUROD1
None,CHRNA4,HOXA11
None,CHRNA4,POU3F1
None,CHRNA4,SIRT2
None,CHRNA4,POU4F2
None,CHRNA4,HOXD9
None,CHRNA4,HDAC4
None,CHRNA4,NOTCH3
None,CHRNA4,PER2
None,CHRNA4,FUS
None,CHRNA4,PHOX2A
None,CHRNA4,MYC
None,CHRNA4,EGR1
None,CHRNA4,HOXC10
None,CHRNA4,LHX2
None,CHRNA4,APBB1
None,CHRNA4,NR4A2
None,CHRNA4,ASCL1
None,CHRNA4,ENO1
None,CHRNA4,FOXG1
None,NTSR1,MAF
None,NTSR1,HAND2
None,NTSR1,FOS
None,NTSR1,TP53
None,NTSR1,CREB1
None,NTSR1,ETV6
None,NTSR1,ETV1
None,NTSR1,NR0B2
None,NTSR1,HNF4A
None,NTSR1,EGF
None,NTSR1,PTF1A
None,NTSR1,NR5A1
None,NTSR1,HOXB7
None,NTSR1,ZBTB14
None,NTSR1,GATA5
None,NTSR1,FOXP2
None,NTSR1,SOX10
None,NTSR1,ISL1
None,NTSR1,HSF4
None,NTSR1,CTNNB1
None,NTSR1,MYC
None,NTSR1,GLIS3
None,NTSR1,NR4A2
None,BRS3,ELK1
None,BRS3,FOS
None,BRS3,ZNF410
None,BRS3,EGF
None,BRS3,PITX1
None,BRS3,HIVEP2
None,BRS3,PGR
None,BRS3,FOXO4
None,ELTD1,ZFHX3
None,ELTD1,NR3C2
None,ELTD1,TRRAP
None,ELTD1,PBX2
None,ELTD1,EED
None,ELTD1,MAML1
None,ELTD1,EGF
None,ELTD1,CDC5L
None,ELTD1,SOX17
None,ELTD1,LYL1
None,ELTD1,SMARCA4
None,ELTD1,FUS
None,ELTD1,NR2C2
None,ELTD1,HOPX
None,ELTD1,AES
None,ELTD1,RBPJ
None,GPC4,SETBP1
None,GPC4,TBX21
None,GPC4,HOXA5
None,GPC4,TBX20
None,GPC4,SHOX2
None,GPC4,TBR1
None,GPC4,SMARCA1
None,GPC4,SMAD3
None,GPC4,SMAD2
None,GPC4,DLX3
None,GPC4,CUX1
None,GPC4,GLI2
None,GPC4,EGF
None,GPC4,NR2F1
None,GPC4,PROX1
None,GPC4,HOXC9
None,GPC4,NFATC1
None,GPC4,NR2F2
None,GPC4,SMAD7
None,GPC4,GLI3
None,GPC4,SOX2
None,GPC4,EOMES
None,GPC4,MSX1
None,GPC4,ISL1
None,GPC4,ATF6
None,GPC4,SMAD1
None,GPC4,TBX5
None,GPC4,TBX3
None,GPC4,NOTCH3
None,GPC4,CTNNB1
None,GPC4,SMAD4
None,GPC4,RBMX
None,GPC4,NCOR2
None,GPC4,TBX2
None,GPC4,NPAS3
None,GPC4,EN1
None,SLC44A5,CHD8
None,SLC44A5,BIN1
None,SLC44A5,CDCA7L
None,SLC44A5,PITX1
None,SLC44A5,SOX5
None,ROR1,APC
None,ROR1,TRAF6
None,ROR1,NFAT5
None,ROR1,TRIB3
None,ROR1,RAD51
None,ROR1,MEF2C
None,ROR1,ELF3
None,ROR1,LMO3
None,ROR1,ZNF217
None,ROR1,NR0B1
None,ROR1,CTNNB1
None,ROR1,MEF2A
None,ROR1,ARNTL
None,ROR1,PRDM1
None,ROR1,TCF7L2
None,ROR1,FOXL1
None,ROR1,NKX2-1
None,ROR1,BPTF
None,ROR1,SLA2
None,ROR1,GLI2
None,ROR1,PURA
None,ROR1,EGF
None,ROR1,RORA
None,ROR1,RUVBL1
None,ROR1,LEF1
None,ROR1,STAT3
None,ROR1,FOXE1
None,ROR1,LIMD1
None,ROR1,NOTCH3
None,ROR1,KAT2B
None,ROR1,ANKRD1
None,ROR1,SMARCB1
None,ROR1,RBPJ
None,RHAG,JUN
None,RHAG,NR3C1
None,RHAG,ZFP36L1
None,RHAG,GATA1
None,RHAG,FOS
None,RHAG,PAX4
None,RHAG,RBL2
None,RHAG,TP53
None,RHAG,CTCFL
None,RHAG,MYB
None,RHAG,KLF1
None,RHAG,ZNF224
None,RHAG,FOXQ1
None,RHAG,NR0B2
None,RHAG,NANOG
None,RHAG,TLE3
None,RHAG,TAL1
None,RHAG,GFI1B
None,RHAG,ESR1
None,RHAG,LIN28A
None,RHAG,NR5A1
None,RHAG,LMO2
None,RHAG,ZBTB5
None,RHAG,POU4F1
None,RHAG,MLX
None,RHAG,NRF1
None,RHAG,MYC
None,RHAG,NFE2
None,RHAG,AES
None,IL13RA1,STAT4
None,IL13RA1,STAT1
None,IL13RA1,IRF8
None,IL13RA1,YBX1
None,IL13RA1,TBX21
None,IL13RA1,BCL3
None,IL13RA1,EHF
None,IL13RA1,IRF7
None,IL13RA1,DR1
None,IL13RA1,TGIF1
None,IL13RA1,MAFB
None,IL13RA1,FOXP3
None,IL13RA1,TNFAIP3
None,IL13RA1,STAT3
None,IL13RA1,ZBTB5
None,IL13RA1,TBP
None,IL13RA1,GFI1
None,IL13RA1,MAFK
None,IL13RA1,NFKB1
None,IL13RA1,CEBPB
None,IL13RA1,ELF4
None,IL13RA1,EGR1
None,IL13RA1,IRF1
None,IL13RA1,BCL6
None,IL13RA1,EGF
None,IL13RA1,RARA
None,IL13RA1,LIN28A
None,IL13RA1,PRDM1
None,IL13RA1,IRF4
None,IL13RA1,GATA3
None,IL13RA1,STAT6
None,IL13RA1,STAT5A
None,IL13RA1,NFATC2
None,IL13RA1,ING1
None,AGTR2,JUN
None,AGTR2,HDGF
None,AGTR2,NR3C2
None,AGTR2,NR3C1
None,AGTR2,YBX1
None,AGTR2,NKX2-1
None,AGTR2,FOS
None,AGTR2,TP53
None,AGTR2,SCD5
None,AGTR2,CREB1
None,AGTR2,ATRX
None,AGTR2,PAX2
None,AGTR2,GATA6
None,AGTR2,SMAD3
None,AGTR2,SMAD2
None,AGTR2,ESR1
None,AGTR2,IRF1
None,AGTR2,KAT6A
None,AGTR2,EGF
None,AGTR2,TBL1X
None,AGTR2,WT1
None,AGTR2,MYOCD
None,AGTR2,EHF
None,AGTR2,HAX1
None,AGTR2,ETS1
None,AGTR2,STAT3
None,AGTR2,ZBTB16
None,AGTR2,PGR
None,AGTR2,SIRT3
None,AGTR2,SIRT1
None,AGTR2,GATA4
None,AGTR2,MYC
None,AGTR2,KAT2B
None,AGTR2,SMAD4
None,AGTR2,FOXJ1
None,AGTR2,HIF1A
None,AGTR2,HOPX
None,AGTR2,PPARG
None,IL13RA2,STAT4
None,IL13RA2,STAT1
None,IL13RA2,TBX21
None,IL13RA2,ATF2
None,IL13RA2,RXRA
None,IL13RA2,STAT3
None,IL13RA2,CREG1
None,IL13RA2,IRF1
None,IL13RA2,EGF
None,IL13RA2,GATA3
None,IL13RA2,STAT6
None,IL13RA2,NR2F2
None,IL13RA2,NFATC2
None,IL13RA2,ATF7
None,IL13RA2,KLF5
None,IL13RA2,WT1
None,TSPAN1,SOX2
None,TSPAN1,ELF3
None,TSPAN1,EHF
None,TSPAN1,FOXA1
None,TSPAN1,FOS
None,TSPAN1,ZHX2
None,TSPAN1,TSG101
None,TSPAN1,CTCFL
None,TSPAN1,SEC14L2
None,TSPAN1,NFRKB
None,TSPAN1,ZEB2
None,TSPAN1,SPDEF
None,TSPAN1,CTCF
None,TSPAN1,TP73
None,TSPAN1,CDX1
None,TSPAN1,SNAI2
None,TSPAN1,GRHL1
None,TSPAN1,SP2
None,TSPAN1,IRF6
None,BMPR1A,E2F1
None,BMPR1A,RUNX2
None,BMPR1A,APC
None,BMPR1A,WWP1
None,BMPR1A,GATA1
None,BMPR1A,HAND2
None,BMPR1A,PAX3
None,BMPR1A,ATF2
None,BMPR1A,HOXC8
None,BMPR1A,TBX20
None,BMPR1A,TRAF6
None,BMPR1A,ONECUT1
None,BMPR1A,SP7
None,BMPR1A,RBL2
None,BMPR1A,FOXH1
None,BMPR1A,FOXD3
None,BMPR1A,PAX2
None,BMPR1A,TRIB3
None,BMPR1A,SMARCA1
None,BMPR1A,NFKBIA
None,BMPR1A,MLLT3
None,BMPR1A,NANOG
