Receptor,TF,Source
FGFR2,TCF7L2,CellCall
FGFR2,TP53,CellCall
FGFR2,TRAF6,CellCall
FGFR2,CREB5,CellCall
FGFR2,CREB3,CellCall
FGFR2,LEF1,CellCall
FGFR2,CREB3L2,CellCall
FGFR2,TCF7L1,CellCall
FGFR2,CREB3L3,CellCall
FGFR2,CREB3L1,CellCall
FGFR2,CREB3L4,CellCall
FGFR4,ATF4,CellCall
FGFR4,BRCA1,CellCall
FGFR4,CREB1,CellCall
FGFR4,ATF2,CellCall
FGFR4,ATF6B,CellCall
FGFR4,CTNNB1,CellCall
FGFR4,ETS1,CellCall
FGFR4,FOXO1,CellCall
FGFR4,FOXO3,CellCall
FGFR4,FOS,CellCall
FGFR4,NR4A1,CellCall
FGFR4,IKBKB,CellCall
FGFR4,JUN,CellCall
FGFR4,MDM2,CellCall
FGFR4,MYB,CellCall
FGFR4,MYC,CellCall
FGFR4,NFKB1,CellCall
FGFR4,NFKB2,CellCall
FGFR4,NFKBIA,CellCall
FGFR4,RBL2,CellCall
FGFR4,RELA,CellCall
FGFR4,RXRA,CellCall
FGFR4,TCF7,CellCall
FGFR4,TCF7L2,CellCall
FGFR4,TP53,CellCall
FGFR4,TRAF6,CellCall
FGFR4,CREB5,CellCall
FGFR4,CREB3,CellCall
FGFR4,LEF1,CellCall
FGFR4,CREB3L2,CellCall
FGFR4,TCF7L1,CellCall
FGFR4,CREB3L3,CellCall
FGFR4,CREB3L1,CellCall
FGFR4,CREB3L4,CellCall
FGFR3,STAT3,CellCall
FGFR2,STAT3,CellCall
FLT1,ATF4,CellCall
FLT1,BRCA1,CellCall
FLT1,CREB1,CellCall
FLT1,ATF2,CellCall
FLT1,ATF6B,CellCall
FLT1,CTNNB1,CellCall
FLT1,ELK1,CellCall
FLT1,FOXO3,CellCall
FLT1,NR4A1,CellCall
FLT1,IKBKB,CellCall
FLT1,JUN,CellCall
FLT1,MDM2,CellCall
FLT1,MYB,CellCall
FLT1,MYC,CellCall
FLT1,NFKB1,CellCall
FLT1,RBL2,CellCall
FLT1,RELA,CellCall
FLT1,RXRA,CellCall
FLT1,TP53,CellCall
FLT1,CREB5,CellCall
FLT1,CREB3,CellCall
FLT1,CREB3L2,CellCall
FLT1,CREB3L3,CellCall
FLT1,CREB3L1,CellCall
FLT1,CREB3L4,CellCall
FLT4,ATF4,CellCall
FLT4,BRCA1,CellCall
FLT4,CREB1,CellCall
FLT4,ATF2,CellCall
FLT4,ATF6B,CellCall
FLT4,CTNNB1,CellCall
FLT4,ELK1,CellCall
FLT4,FOXO3,CellCall
FLT4,NR4A1,CellCall
FLT4,IKBKB,CellCall
FLT4,JUN,CellCall
FLT4,MDM2,CellCall
FLT4,MYB,CellCall
FLT4,MYC,CellCall
FLT4,NFKB1,CellCall
FLT4,RBL2,CellCall
FLT4,RELA,CellCall
FLT4,RXRA,CellCall
FLT4,TP53,CellCall
FLT4,CREB5,CellCall
FLT4,CREB3,CellCall
FLT4,CREB3L2,CellCall
FLT4,CREB3L3,CellCall
FLT4,CREB3L1,CellCall
FLT4,CREB3L4,CellCall
KDR,ATF4,CellCall
KDR,BRCA1,CellCall
KDR,CREB1,CellCall
KDR,ATF2,CellCall
KDR,ATF6B,CellCall
KDR,CTNNB1,CellCall
KDR,ELK1,CellCall
KDR,FOXO3,CellCall
KDR,NR4A1,CellCall
KDR,IKBKB,CellCall
KDR,JUN,CellCall
KDR,MDM2,CellCall
KDR,MYB,CellCall
KDR,MYC,CellCall
KDR,NFKB1,CellCall
KDR,RBL2,CellCall
KDR,RELA,CellCall
KDR,RXRA,CellCall
KDR,TP53,CellCall
KDR,CREB5,CellCall
KDR,CREB3,CellCall
KDR,CREB3L2,CellCall
KDR,CREB3L3,CellCall
KDR,CREB3L1,CellCall
KDR,CREB3L4,CellCall
LRP6,CTNNB1,CellCall
LRP6,JUN,CellCall
LRP6,MYC,CellCall
LRP6,PPARD,CellCall
LRP6,TCF7,CellCall
LRP6,TCF7L2,CellCall
LRP6,FOSL1,CellCall
LRP6,LEF1,CellCall
LRP6,TCF7L1,CellCall
LRP5,CTNNB1,CellCall
LRP5,JUN,CellCall
LRP5,MYC,CellCall
LRP5,PPARD,CellCall
LRP5,TCF7,CellCall
LRP5,TCF7L2,CellCall
LRP5,FOSL1,CellCall
LRP5,LEF1,CellCall
LRP5,TCF7L1,CellCall
FLT3,ATF4,CellCall
FLT3,BRCA1,CellCall
FLT3,CREB1,CellCall
FLT3,ATF2,CellCall
FLT3,ATF6B,CellCall
FLT3,CTNNB1,CellCall
FLT3,ETS1,CellCall
FLT3,FOXO1,CellCall
FLT3,FOXO3,CellCall
FLT3,FOS,CellCall
FLT3,NR4A1,CellCall
FLT3,IKBKB,CellCall
FLT3,JUN,CellCall
FLT3,MDM2,CellCall
FLT3,MYB,CellCall
FLT3,MYC,CellCall
FLT3,NFKB1,CellCall
FLT3,NFKB2,CellCall
FLT3,NFKBIA,CellCall
FLT3,RBL2,CellCall
FLT3,RELA,CellCall
FLT3,RXRA,CellCall
FLT3,TCF7,CellCall
FLT3,TCF7L2,CellCall
FLT3,TP53,CellCall
FLT3,TRAF6,CellCall
FLT3,CREB5,CellCall
FLT3,CREB3,CellCall
FLT3,LEF1,CellCall
FLT3,CREB3L2,CellCall
FLT3,TCF7L1,CellCall
FLT3,CREB3L3,CellCall
FLT3,CREB3L1,CellCall
FLT3,CREB3L4,CellCall
CLDN16,GATA4,CellCall
NECTIN3,CTNNB1,CellCall
NECTIN1,CTNNB1,CellCall
NECTIN2,CTNNB1,CellCall
AXL,FOXO3,CellCall
AXL,STAT3,CellCall
GCGR,ATF4,CellCall
GCGR,CREB1,CellCall
GCGR,ATF2,CellCall
GCGR,CREB5,CellCall
GCGR,CREB3,CellCall
GCGR,CREB3L2,CellCall
GCGR,CREB3L3,CellCall
GCGR,CREB3L1,CellCall
GCGR,CREB3L4,CellCall
GIPR,CREB1,CellCall
GIPR,CREBBP,CellCall
GIPR,FOS,CellCall
GIPR,GLI1,CellCall
GIPR,GLI3,CellCall
GIPR,JUN,CellCall
GIPR,NFATC1,CellCall
GIPR,NFKB1,CellCall
GIPR,PPARA,CellCall
GIPR,SOX9,CellCall
GIPR,CREB5,CellCall
GIPR,CREB3,CellCall
GIPR,CREB3L2,CellCall
GIPR,CREB3L3,CellCall
GIPR,CREB3L1,CellCall
GIPR,CREB3L4,CellCall
GLP1R,ATF4,CellCall
GLP1R,CREB1,CellCall
GLP1R,ATF2,CellCall
GLP1R,CREBBP,CellCall
GLP1R,ATF6B,CellCall
GLP1R,FOS,CellCall
GLP1R,GLI1,CellCall
GLP1R,GLI3,CellCall
GLP1R,PDX1,CellCall
GLP1R,JUN,CellCall
GLP1R,NFATC1,CellCall
GLP1R,NFKB1,CellCall
GLP1R,PPARA,CellCall
GLP1R,SOX9,CellCall
GLP1R,CREB5,CellCall
GLP1R,CREB3,CellCall
GLP1R,CREB3L2,CellCall
GLP1R,CREB3L3,CellCall
GLP1R,CREB3L1,CellCall
GLP1R,CREB3L4,CellCall
BMPR1B,SMAD1,CellCall
BMPR1B,SMAD4,CellCall
GHR,FOS,CellCall
GHR,JUNB,CellCall
GHR,MYC,CellCall
GHR,STAT1,CellCall
GHR,STAT2,CellCall
GHR,STAT3,CellCall
GHR,STAT4,CellCall
GHR,STAT5A,CellCall
GHR,STAT5B,CellCall
GHR,STAT6,CellCall
GHR,IRF9,CellCall
GHRHR,ATF4,CellCall
GHRHR,CREB1,CellCall
GHRHR,ATF2,CellCall
GHRHR,ATF6B,CellCall
GHRHR,FOS,CellCall
GHRHR,POU1F1,CellCall
GHRHR,CREB5,CellCall
GHRHR,CREB3,CellCall
GHRHR,CREB3L2,CellCall
GHRHR,CREB3L3,CellCall
GHRHR,CREB3L1,CellCall
GHRHR,CREB3L4,CellCall
GNRHR,ATF4,CellCall
GNRHR,EGR1,CellCall
GNRHR,ELK1,CellCall
GNRHR,JUN,CellCall
IFNLR1,MYC,CellCall
IFNLR1,STAT1,CellCall
IFNLR1,STAT2,CellCall
IFNLR1,STAT3,CellCall
IFNLR1,STAT4,CellCall
IFNLR1,STAT5A,CellCall
IFNLR1,STAT5B,CellCall
IFNLR1,STAT6,CellCall
IFNLR1,IRF9,CellCall
TEK,ATF4,CellCall
TEK,BRCA1,CellCall
TEK,CREB1,CellCall
TEK,ATF2,CellCall
TEK,ATF6B,CellCall
TEK,FOXO3,CellCall
TEK,NR4A1,CellCall
TEK,IKBKB,CellCall
TEK,MDM2,CellCall
TEK,MYB,CellCall
TEK,MYC,CellCall
TEK,NFKB1,CellCall
TEK,RBL2,CellCall
TEK,RELA,CellCall
TEK,RXRA,CellCall
TEK,TP53,CellCall
TEK,CREB5,CellCall
TEK,CREB3,CellCall
TEK,CREB3L2,CellCall
TEK,CREB3L3,CellCall
TEK,CREB3L1,CellCall
TEK,CREB3L4,CellCall
RNF43,CTNNB1,CellCall
RNF43,JUN,CellCall
RNF43,MYC,CellCall
RNF43,PPARD,CellCall
RNF43,TCF7,CellCall
RNF43,TCF7L2,CellCall
RNF43,FOSL1,CellCall
RNF43,LEF1,CellCall
RNF43,TCF7L1,CellCall
ZNRF3,CTNNB1,CellCall
ZNRF3,JUN,CellCall
ZNRF3,MYC,CellCall
ZNRF3,PPARD,CellCall
ZNRF3,TCF7,CellCall
ZNRF3,TCF7L2,CellCall
ZNRF3,FOSL1,CellCall
ZNRF3,LEF1,CellCall
ZNRF3,TCF7L1,CellCall
CXCR1,FOXO3,CellCall
CXCR1,IKBKB,CellCall
CXCR1,NFKB1,CellCall
CXCR1,NFKBIA,CellCall
CXCR1,NFKBIB,CellCall
CXCR1,RELA,CellCall
CXCR1,STAT1,CellCall
CXCR1,STAT2,CellCall
CXCR1,STAT3,CellCall
CXCR1,STAT5B,CellCall
CXCR2,FOXO3,CellCall
CXCR2,IKBKB,CellCall
CXCR2,NFKB1,CellCall
CXCR2,NFKBIA,CellCall
CXCR2,NFKBIB,CellCall
CXCR2,RELA,CellCall
CXCR2,STAT1,CellCall
CXCR2,STAT2,CellCall
CXCR2,STAT3,CellCall
CXCR2,STAT5B,CellCall
XCR1,FOXO3,CellCall
XCR1,IKBKB,CellCall
XCR1,NFKB1,CellCall
XCR1,NFKBIA,CellCall
XCR1,NFKBIB,CellCall
XCR1,RELA,CellCall
XCR1,STAT1,CellCall
XCR1,STAT2,CellCall
XCR1,STAT3,CellCall
XCR1,STAT5B,CellCall
MET,ATF4,CellCall
MET,BRCA1,CellCall
MET,CREB1,CellCall
MET,ATF2,CellCall
MET,ATF6B,CellCall
MET,ELK1,CellCall
MET,ETS1,CellCall
MET,FOXO1,CellCall
MET,FOXO3,CellCall
MET,FOS,CellCall
MET,NR4A1,CellCall
MET,IKBKB,CellCall
MET,JUN,CellCall
MET,MDM2,CellCall
MET,MYB,CellCall
MET,NFKB1,CellCall
MET,NFKB2,CellCall
MET,NFKBIA,CellCall
MET,RBL2,CellCall
MET,RELA,CellCall
MET,RXRA,CellCall
MET,STAT3,CellCall
MET,TCF7,CellCall
MET,TCF7L2,CellCall
MET,TP53,CellCall
MET,TRAF6,CellCall
MET,CREB5,CellCall
MET,CREB3,CellCall
MET,LEF1,CellCall
MET,CREB3L2,CellCall
MET,TCF7L1,CellCall
MET,CREB3L3,CellCall
MET,CREB3L1,CellCall
MET,CREB3L4,CellCall
IFNAR1,MYC,CellCall
IFNAR1,STAT1,CellCall
IFNAR1,STAT2,CellCall
IFNAR1,STAT3,CellCall
IFNAR1,STAT4,CellCall
IFNAR1,STAT5A,CellCall
IFNAR1,STAT5B,CellCall
IFNAR1,STAT6,CellCall
IFNAR1,IRF9,CellCall
IFNAR2,MYC,CellCall
IFNAR2,STAT1,CellCall
IFNAR2,STAT2,CellCall
IFNAR2,STAT3,CellCall
IFNAR2,STAT4,CellCall
IFNAR2,STAT5A,CellCall
IFNAR2,STAT5B,CellCall
IFNAR2,STAT6,CellCall
IFNAR2,IRF9,CellCall
IFNAR1,IRF7,CellCall
IFNAR1,PML,CellCall
IFNAR1,EIF2AK2,CellCall
IFNAR1,ZNF354A,CellCall
IFNAR1,ZNF2,CellCall
IFNAR1,ZNF3,CellCall
IFNAR1,ZNF7,CellCall
IFNAR1,ZNF8,CellCall
IFNAR1,ZNF10,CellCall
IFNAR1,ZNF12,CellCall
IFNAR1,ZNF708,CellCall
IFNAR1,ZNF17,CellCall
IFNAR1,ZNF19,CellCall
IFNAR1,ZNF182,CellCall
IFNAR1,ZNF23,CellCall
IFNAR1,ZNF26,CellCall
IFNAR1,ZNF33A,CellCall
IFNAR1,ZNF33B,CellCall
IFNAR1,ZNF37A,CellCall
IFNAR1,ZNF41,CellCall
IFNAR1,ZNF45,CellCall
IFNAR1,ZNF74,CellCall
IFNAR1,ZNF79,CellCall
IFNAR1,ZNF84,CellCall
IFNAR1,ZNF85,CellCall
IFNAR1,ZNF90,CellCall
IFNAR1,ZNF91,CellCall
IFNAR1,ZNF222,CellCall
IFNAR1,ZNF124,CellCall
IFNAR1,ZNF132,CellCall
IFNAR1,ZNF133,CellCall
IFNAR1,ZNF135,CellCall
IFNAR1,ZNF136,CellCall
IFNAR1,ZNF140,CellCall
IFNAR1,ZNF141,CellCall
IFNAR1,ZNF154,CellCall
IFNAR1,ZNF157,CellCall
IFNAR1,ZNF175,CellCall
IFNAR1,ZNF177,CellCall
IFNAR1,ZNF180,CellCall
IFNAR1,ZNF184,CellCall
IFNAR1,ZNF189,CellCall
IFNAR1,ZNF200,CellCall
IFNAR1,ZNF205,CellCall
IFNAR1,ZNF214,CellCall
IFNAR1,ZNF223,CellCall
IFNAR1,ZNF224,CellCall
IFNAR1,ZNF225,CellCall
IFNAR1,ZNF212,CellCall
IFNAR1,ZNF282,CellCall
IFNAR1,ZNF235,CellCall
IFNAR1,ZNF264,CellCall
IFNAR1,ZNF254,CellCall
IFNAR1,ZNF432,CellCall
IFNAR1,ZNF443,CellCall
IFNAR1,ZNF267,CellCall
IFNAR1,ZNF211,CellCall
IFNAR1,ZNF273,CellCall
IFNAR1,ZNF460,CellCall
IFNAR1,ZNF268,CellCall
IFNAR1,ZNF324,CellCall
IFNAR1,ZNF658,CellCall
IFNAR1,ZNF337,CellCall
IFNAR1,ZNF285,CellCall
IFNAR1,ZNF777,CellCall
IFNAR1,ZNF354C,CellCall
IFNAR1,ZNF571,CellCall
IFNAR1,ZNF589,CellCall
IFNAR1,ZNF44,CellCall
IFNAR1,ZNF562,CellCall
IFNAR1,ZNF331,CellCall
IFNAR1,ZNF823,CellCall
IFNAR1,ZNF416,CellCall
IFNAR1,ZNF334,CellCall
IFNAR1,ZNF701,CellCall
IFNAR1,ZNF415,CellCall
IFNAR1,ZNF302,CellCall
IFNAR1,ZNF248,CellCall
IFNAR1,ZNF304,CellCall
IFNAR1,ZNF490,CellCall
IFNAR1,ZNF398,CellCall
IFNAR1,ZNF492,CellCall
IFNAR1,ZFP14,CellCall
IFNAR1,ZNF317,CellCall
IFNAR1,ZNF529,CellCall
IFNAR1,RBAK,CellCall
IFNAR1,ZNF77,CellCall
IFNAR1,ZNF250,CellCall
IFNAR1,ZNF350,CellCall
IFNAR1,ZNF667,CellCall
IFNAR1,ZFP69B,CellCall
IFNAR1,ZNF649,CellCall
IFNAR1,ZNF343,CellCall
IFNAR1,ZNF557,CellCall
IFNAR1,ZNF768,CellCall
IFNAR1,ZNF419,CellCall
IFNAR1,ZNF552,CellCall
IFNAR1,ZNF669,CellCall
IFNAR1,ZNF671,CellCall
IFNAR1,ZNF613,CellCall
IFNAR1,ZNF442,CellCall
IFNAR1,ZNF614,CellCall
IFNAR1,ZNF430,CellCall
IFNAR1,ZNF34,CellCall
IFNAR1,ZNF436,CellCall
IFNAR1,ZNF611,CellCall
IFNAR1,ZNF93,CellCall
IFNAR1,ZNF484,CellCall
IFNAR1,ZNF528,CellCall
IFNAR1,ZNF333,CellCall
IFNAR1,ZNF527,CellCall
IFNAR1,ZNF382,CellCall
IFNAR1,ZNF587,CellCall
IFNAR1,ZNF566,CellCall
IFNAR1,ZNF30,CellCall
IFNAR1,ZNF616,CellCall
IFNAR1,ZNF766,CellCall
IFNAR1,ZNF468,CellCall
IFNAR1,ZNF160,CellCall
IFNAR1,ZNF799,CellCall
IFNAR1,ZNF439,CellCall
IFNAR1,ZNF486,CellCall
IFNAR1,ZNF479,CellCall
IFNAR1,ZNF682,CellCall
IFNAR1,ZNF765,CellCall
IFNAR1,ZNF300,CellCall
IFNAR1,ZNF764,CellCall
IFNAR1,ZNF561,CellCall
IFNAR1,ZNF101,CellCall
IFNAR1,ZNF257,CellCall
IFNAR1,ZIM3,CellCall
IFNAR1,ZNF554,CellCall
IFNAR1,ZNF354B,CellCall
IFNAR1,ZNF641,CellCall
IFNAR1,ZNF816,CellCall
IFNAR1,ZNF543,CellCall
IFNAR1,ZNF440,CellCall
IFNAR1,ZNF792,CellCall
IFNAR1,ZNF684,CellCall
IFNAR1,ZNF786,CellCall
IFNAR1,ZFP92,CellCall
IFNAR1,ZFP28,CellCall
IFNAR1,ZFP90,CellCall
IFNAR1,ZNF597,CellCall
IFNAR1,ZNF785,CellCall
IFNAR1,ZNF480,CellCall
IFNAR1,ZNF534,CellCall
IFNAR1,ZNF418,CellCall
IFNAR1,ZNF417,CellCall
IFNAR1,ZNF548,CellCall
IFNAR1,ZNF563,CellCall
IFNAR1,ZNF565,CellCall
IFNAR1,ZNF582,CellCall
IFNAR1,ZNF558,CellCall
IFNAR1,ZNF98,CellCall
IFNAR1,ZNF714,CellCall
IFNAR1,ZNF555,CellCall
IFNAR1,ZNF570,CellCall
IFNAR1,ZNF595,CellCall
IFNAR1,ZNF425,CellCall
IFNAR1,ZNF746,CellCall
IFNAR1,ZNF782,CellCall
IFNAR1,ZFP1,CellCall
IFNAR1,ZNF519,CellCall
IFNAR1,ZNF610,CellCall
IFNAR1,ZNF320,CellCall
IFNAR1,ZNF550,CellCall
IFNAR1,ZNF846,CellCall
IFNAR1,ZNF791,CellCall
IFNAR1,ZNF564,CellCall
IFNAR1,ZNF433,CellCall
IFNAR1,ZNF114,CellCall
IFNAR1,ZNF567,CellCall
IFNAR1,ZNF383,CellCall
IFNAR1,ZNF100,CellCall
IFNAR1,ZNF540,CellCall
IFNAR1,ZNF596,CellCall
IFNAR1,ZNF169,CellCall
IFNAR1,ZNF431,CellCall
IFNAR1,ZNF675,CellCall
IFNAR1,ZNF778,CellCall
IFNAR1,ZNF627,CellCall
IFNAR1,ZNF585A,CellCall
IFNAR1,ZNF584,CellCall
IFNAR1,ZNF25,CellCall
IFNAR1,ZNF620,CellCall
IFNAR1,ZNF718,CellCall
IFNAR1,ZNF549,CellCall
IFNAR1,ZNF311,CellCall
IFNAR1,ZNF547,CellCall
IFNAR1,ZIK1,CellCall
IFNAR1,ZNF780A,CellCall
IFNAR1,ZNF283,CellCall
IFNAR1,ZNF615,CellCall
IFNAR1,ZFP82,CellCall
IFNAR1,ZNF875,CellCall
IFNAR1,ZNF619,CellCall
IFNAR1,ZNF621,CellCall
IFNAR1,ZNF454,CellCall
IFNAR1,ZNF707,CellCall
IFNAR1,ZNF181,CellCall
IFNAR1,ZFP69,CellCall
IFNAR1,ZNF680,CellCall
IFNAR1,ZNF284,CellCall
IFNAR1,ZNF677,CellCall
IFNAR1,ZNF860,CellCall
IFNAR1,ZNF879,CellCall
IFNAR1,ZFP57,CellCall
IFNAR1,ZNF81,CellCall
IFNAR1,ZNF530,CellCall
IFNAR1,ZNF713,CellCall
IFNAR1,ZNF429,CellCall
IFNAR1,ZNF790,CellCall
IFNAR1,ZNF761,CellCall
IFNAR1,ZNF749,CellCall
IFNAR1,ZNF324B,CellCall
IFNAR1,ZNF662,CellCall
IFNAR1,ZNF793,CellCall
IFNAR1,ZNF506,CellCall
IFNAR1,ZNF716,CellCall
IFNAR1,ZNF727,CellCall
IFNAR1,ZNF674,CellCall
IFNAR1,ZNF736,CellCall
IFNAR1,ZNF735,CellCall
IFNAR1,ZNF730,CellCall
IFNAR1,ZNF737,CellCall
IFNAR1,ZNF316,CellCall
IFNAR1,ZNF605,CellCall
IFNAR1,ZNF783,CellCall
IFNAR1,ZNF891,CellCall
IFNAR1&IFNAR2,IRF7,CellCall
IFNAR1&IFNAR2,EIF2AK2,CellCall
IFNAR1&IFNAR2,STAT1,CellCall
IFNAR1&IFNAR2,STAT2,CellCall
IFNAR1&IFNAR2,IRF9,CellCall
IFNAR2,IRF7,CellCall
IFNAR2,PML,CellCall
IFNAR2,EIF2AK2,CellCall
IFNAR2,ZNF354A,CellCall
IFNAR2,ZNF2,CellCall
IFNAR2,ZNF3,CellCall
IFNAR2,ZNF7,CellCall
IFNAR2,ZNF8,CellCall
IFNAR2,ZNF10,CellCall
IFNAR2,ZNF12,CellCall
IFNAR2,ZNF708,CellCall
IFNAR2,ZNF17,CellCall
IFNAR2,ZNF19,CellCall
IFNAR2,ZNF182,CellCall
IFNAR2,ZNF23,CellCall
IFNAR2,ZNF26,CellCall
IFNAR2,ZNF33A,CellCall
IFNAR2,ZNF33B,CellCall
IFNAR2,ZNF37A,CellCall
IFNAR2,ZNF41,CellCall
IFNAR2,ZNF45,CellCall
IFNAR2,ZNF74,CellCall
IFNAR2,ZNF79,CellCall
IFNAR2,ZNF84,CellCall
IFNAR2,ZNF85,CellCall
IFNAR2,ZNF90,CellCall
IFNAR2,ZNF91,CellCall
IFNAR2,ZNF222,CellCall
IFNAR2,ZNF124,CellCall
IFNAR2,ZNF132,CellCall
IFNAR2,ZNF133,CellCall
IFNAR2,ZNF135,CellCall
IFNAR2,ZNF136,CellCall
IFNAR2,ZNF140,CellCall
IFNAR2,ZNF141,CellCall
IFNAR2,ZNF154,CellCall
IFNAR2,ZNF157,CellCall
IFNAR2,ZNF175,CellCall
IFNAR2,ZNF177,CellCall
IFNAR2,ZNF180,CellCall
IFNAR2,ZNF184,CellCall
IFNAR2,ZNF189,CellCall
IFNAR2,ZNF200,CellCall
IFNAR2,ZNF205,CellCall
IFNAR2,ZNF214,CellCall
IFNAR2,ZNF223,CellCall
IFNAR2,ZNF224,CellCall
IFNAR2,ZNF225,CellCall
IFNAR2,ZNF212,CellCall
IFNAR2,ZNF282,CellCall
IFNAR2,ZNF235,CellCall
IFNAR2,ZNF264,CellCall
IFNAR2,ZNF254,CellCall
IFNAR2,ZNF432,CellCall
IFNAR2,ZNF443,CellCall
IFNAR2,ZNF267,CellCall
IFNAR2,ZNF211,CellCall
IFNAR2,ZNF273,CellCall
IFNAR2,ZNF460,CellCall
IFNAR2,ZNF268,CellCall
IFNAR2,ZNF324,CellCall
IFNAR2,ZNF658,CellCall
IFNAR2,ZNF337,CellCall
IFNAR2,ZNF285,CellCall
IFNAR2,ZNF777,CellCall
IFNAR2,ZNF354C,CellCall
IFNAR2,ZNF571,CellCall
IFNAR2,ZNF589,CellCall
IFNAR2,ZNF44,CellCall
IFNAR2,ZNF562,CellCall
IFNAR2,ZNF331,CellCall
IFNAR2,ZNF823,CellCall
IFNAR2,ZNF416,CellCall
IFNAR2,ZNF334,CellCall
IFNAR2,ZNF701,CellCall
IFNAR2,ZNF415,CellCall
IFNAR2,ZNF302,CellCall
IFNAR2,ZNF248,CellCall
IFNAR2,ZNF304,CellCall
IFNAR2,ZNF490,CellCall
IFNAR2,ZNF398,CellCall
IFNAR2,ZNF492,CellCall
IFNAR2,ZFP14,CellCall
IFNAR2,ZNF317,CellCall
IFNAR2,ZNF529,CellCall
IFNAR2,RBAK,CellCall
IFNAR2,ZNF77,CellCall
IFNAR2,ZNF250,CellCall
IFNAR2,ZNF350,CellCall
IFNAR2,ZNF667,CellCall
IFNAR2,ZFP69B,CellCall
IFNAR2,ZNF649,CellCall
IFNAR2,ZNF343,CellCall
IFNAR2,ZNF557,CellCall
IFNAR2,ZNF768,CellCall
IFNAR2,ZNF419,CellCall
IFNAR2,ZNF552,CellCall
IFNAR2,ZNF669,CellCall
IFNAR2,ZNF671,CellCall
IFNAR2,ZNF613,CellCall
IFNAR2,ZNF442,CellCall
IFNAR2,ZNF614,CellCall
IFNAR2,ZNF430,CellCall
IFNAR2,ZNF34,CellCall
IFNAR2,ZNF436,CellCall
IFNAR2,ZNF611,CellCall
IFNAR2,ZNF93,CellCall
IFNAR2,ZNF484,CellCall
IFNAR2,ZNF528,CellCall
IFNAR2,ZNF333,CellCall
IFNAR2,ZNF527,CellCall
IFNAR2,ZNF382,CellCall
IFNAR2,ZNF587,CellCall
IFNAR2,ZNF566,CellCall
IFNAR2,ZNF30,CellCall
IFNAR2,ZNF616,CellCall
IFNAR2,ZNF766,CellCall
IFNAR2,ZNF468,CellCall
IFNAR2,ZNF160,CellCall
IFNAR2,ZNF799,CellCall
IFNAR2,ZNF439,CellCall
IFNAR2,ZNF486,CellCall
IFNAR2,ZNF479,CellCall
IFNAR2,ZNF682,CellCall
IFNAR2,ZNF765,CellCall
IFNAR2,ZNF300,CellCall
IFNAR2,ZNF764,CellCall
IFNAR2,ZNF561,CellCall
IFNAR2,ZNF101,CellCall
IFNAR2,ZNF257,CellCall
IFNAR2,ZIM3,CellCall
IFNAR2,ZNF554,CellCall
IFNAR2,ZNF354B,CellCall
IFNAR2,ZNF641,CellCall
IFNAR2,ZNF816,CellCall
IFNAR2,ZNF543,CellCall
IFNAR2,ZNF440,CellCall
IFNAR2,ZNF792,CellCall
IFNAR2,ZNF684,CellCall
IFNAR2,ZNF786,CellCall
IFNAR2,ZFP92,CellCall
IFNAR2,ZFP28,CellCall
IFNAR2,ZFP90,CellCall
IFNAR2,ZNF597,CellCall
IFNAR2,ZNF785,CellCall
IFNAR2,ZNF480,CellCall
IFNAR2,ZNF534,CellCall
IFNAR2,ZNF418,CellCall
IFNAR2,ZNF417,CellCall
IFNAR2,ZNF548,CellCall
IFNAR2,ZNF563,CellCall
IFNAR2,ZNF565,CellCall
IFNAR2,ZNF582,CellCall
IFNAR2,ZNF558,CellCall
IFNAR2,ZNF98,CellCall
IFNAR2,ZNF714,CellCall
IFNAR2,ZNF555,CellCall
IFNAR2,ZNF570,CellCall
IFNAR2,ZNF595,CellCall
IFNAR2,ZNF425,CellCall
IFNAR2,ZNF746,CellCall
IFNAR2,ZNF782,CellCall
IFNAR2,ZFP1,CellCall
IFNAR2,ZNF519,CellCall
IFNAR2,ZNF610,CellCall
IFNAR2,ZNF320,CellCall
IFNAR2,ZNF550,CellCall
IFNAR2,ZNF846,CellCall
IFNAR2,ZNF791,CellCall
IFNAR2,ZNF564,CellCall
IFNAR2,ZNF433,CellCall
IFNAR2,ZNF114,CellCall
IFNAR2,ZNF567,CellCall
IFNAR2,ZNF383,CellCall
IFNAR2,ZNF100,CellCall
IFNAR2,ZNF540,CellCall
IFNAR2,ZNF596,CellCall
IFNAR2,ZNF169,CellCall
IFNAR2,ZNF431,CellCall
IFNAR2,ZNF675,CellCall
IFNAR2,ZNF778,CellCall
IFNAR2,ZNF627,CellCall
IFNAR2,ZNF585A,CellCall
IFNAR2,ZNF584,CellCall
IFNAR2,ZNF25,CellCall
IFNAR2,ZNF620,CellCall
IFNAR2,ZNF718,CellCall
IFNAR2,ZNF549,CellCall
IFNAR2,ZNF311,CellCall
IFNAR2,ZNF547,CellCall
IFNAR2,ZIK1,CellCall
IFNAR2,ZNF780A,CellCall
IFNAR2,ZNF283,CellCall
IFNAR2,ZNF615,CellCall
IFNAR2,ZFP82,CellCall
IFNAR2,ZNF875,CellCall
IFNAR2,ZNF619,CellCall
IFNAR2,ZNF621,CellCall
IFNAR2,ZNF454,CellCall
IFNAR2,ZNF707,CellCall
IFNAR2,ZNF181,CellCall
IFNAR2,ZFP69,CellCall
IFNAR2,ZNF680,CellCall
IFNAR2,ZNF284,CellCall
